Femur,Province,Sex,WesternMediterranean,GreekEast,SouthEastEurope,NorthWestEurope,Date,Italy
481.96,30,0,1,0,0,0,-300,1
483.22,30,0,1,0,0,0,-300,1
482.38,30,0,1,0,0,0,-300,1
482.90,30,0,1,0,0,0,-300,1
481.94,30,0,1,0,0,0,-300,1
481.72,30,0,1,0,0,0,-300,1
482.53,30,0,1,0,0,0,-300,1
488.21,30,0,1,0,0,0,475,1
488.22,30,0,1,0,0,0,475,1
486.67,30,0,1,0,0,0,475,1
486.34,30,0,1,0,0,0,475,1
486.39,30,0,1,0,0,0,475,1
486.72,15,0,1,0,0,0,650,0
486.80,15,0,1,0,0,0,650,0
486.47,15,0,1,0,0,0,650,0
486.64,15,0,1,0,0,0,650,0
486.72,15,0,1,0,0,0,650,0
486.80,15,0,1,0,0,0,650,0
486.47,15,0,1,0,0,0,650,0
486.64,15,0,1,0,0,0,650,0
487.31,30,0,1,0,0,0,671,1
487.38,30,0,1,0,0,0,671,1
487.05,30,0,1,0,0,0,671,1
487.22,30,0,1,0,0,0,671,1
487.15,30,0,1,0,0,0,671,1
485.79,30,0,1,0,0,0,671,1
502.11,30,0,1,0,0,0,-250,1
502.15,30,0,1,0,0,0,-250,1
500.99,30,0,1,0,0,0,-250,1
500.78,30,0,1,0,0,0,-250,1
501.16,30,0,1,0,0,0,-250,1
501.42,30,0,1,0,0,0,-250,1
498.35,30,0,1,0,0,0,-250,1
499.84,30,0,1,0,0,0,-250,1
521.55,30,0,1,0,0,0,-300,1
522.06,30,0,1,0,0,0,-300,1
521.10,30,0,1,0,0,0,-300,1
520.88,30,0,1,0,0,0,-300,1
521.69,30,0,1,0,0,0,-300,1
522.96,30,0,1,0,0,0,-300,1
388.50,30,0,1,0,0,0,300,1
388.50,30,0,1,0,0,0,300,1
388.50,30,0,1,0,0,0,300,1
388.50,30,0,1,0,0,0,300,1
388.50,30,0,1,0,0,0,300,1
393.00,32,0,1,0,0,0,550,0
393.00,32,0,1,0,0,0,550,0
393.00,32,0,1,0,0,0,550,0
393.00,32,0,1,0,0,0,550,0
395.00,30,1,1,0,0,0,-310,1
397.00,30,0,1,0,0,0,200,1
397.00,30,0,1,0,0,0,200,1
397.00,30,0,1,0,0,0,200,1
397.00,30,0,1,0,0,0,200,1
397.00,30,0,1,0,0,0,200,1
402.50,30,0,1,0,0,0,-375,1
402.50,30,0,1,0,0,0,-375,1
402.50,30,0,1,0,0,0,-375,1
402.50,30,0,1,0,0,0,-375,1
402.50,30,0,1,0,0,0,-375,1
403.37,35,0,1,0,0,0,175,0
403.37,35,0,1,0,0,0,175,0
403.37,35,0,1,0,0,0,175,0
403.37,35,0,1,0,0,0,175,0
403.37,35,0,1,0,0,0,175,0
403.37,35,0,1,0,0,0,175,0
403.37,35,0,1,0,0,0,175,0
403.37,35,0,1,0,0,0,175,0
403.37,35,0,1,0,0,0,175,0
404.00,30,0,1,0,0,0,-100,1
404.00,30,0,1,0,0,0,-100,1
404.00,30,0,1,0,0,0,-100,1
404.00,30,0,1,0,0,0,-100,1
404.00,30,0,1,0,0,0,-100,1
404.37,30,0,1,0,0,0,-300,1
404.37,30,0,1,0,0,0,-300,1
404.37,30,0,1,0,0,0,-300,1
404.37,30,0,1,0,0,0,-300,1
404.37,30,0,1,0,0,0,-300,1
404.37,30,0,1,0,0,0,-300,1
406.00,30,0,1,0,0,0,800,1
406.00,30,0,1,0,0,0,800,1
406.00,30,0,1,0,0,0,800,1
406.00,30,0,1,0,0,0,800,1
406.00,30,0,1,0,0,0,800,1
406.00,30,0,1,0,0,0,800,1
406.00,30,0,1,0,0,0,800,1
406.00,30,0,1,0,0,0,800,1
406.00,30,0,1,0,0,0,800,1
406.00,30,0,1,0,0,0,800,1
407.00,30,0,1,0,0,0,200,1
407.00,30,0,1,0,0,0,200,1
407.00,30,0,1,0,0,0,200,1
407.00,30,0,1,0,0,0,200,1
407.00,30,0,1,0,0,0,200,1
407.00,30,0,1,0,0,0,200,1
408.00,30,0,1,0,0,0,-288,1
408.00,30,1,1,0,0,0,-288,1
409.00,30,0,1,0,0,0,113,1
409.00,30,0,1,0,0,0,113,1
409.00,30,0,1,0,0,0,113,1
409.00,30,0,1,0,0,0,113,1
410.00,3,0,1,0,0,0,250,0
410.00,3,0,1,0,0,0,250,0
410.00,3,0,1,0,0,0,250,0
410.00,3,0,1,0,0,0,250,0
411.00,30,1,1,0,0,0,-288,1
411.00,32,0,1,0,0,0,216,0
411.00,32,0,1,0,0,0,216,0
411.00,32,0,1,0,0,0,216,0
411.00,32,0,1,0,0,0,216,0
411.00,32,0,1,0,0,0,216,0
411.00,32,0,1,0,0,0,216,0
411.00,32,0,1,0,0,0,216,0
411.00,32,0,1,0,0,0,216,0
411.00,32,0,1,0,0,0,216,0
411.00,32,0,1,0,0,0,216,0
411.00,30,0,1,0,0,0,113,1
411.00,30,0,1,0,0,0,113,1
411.00,30,0,1,0,0,0,113,1
412.00,30,0,1,0,0,0,-400,1
412.00,30,0,1,0,0,0,-400,1
412.00,30,0,1,0,0,0,-400,1
412.00,30,0,1,0,0,0,-400,1
412.00,30,0,1,0,0,0,-400,1
412.00,30,0,1,0,0,0,-400,1
413.00,30,0,1,0,0,0,-400,1
413.00,30,0,1,0,0,0,-400,1
413.00,30,0,1,0,0,0,-400,1
413.00,30,0,1,0,0,0,-400,1
413.00,30,0,1,0,0,0,-400,1
413.00,30,0,1,0,0,0,-400,1
415.00,30,0,1,0,0,0,650,1
415.00,30,0,1,0,0,0,650,1
415.00,30,0,1,0,0,0,650,1
415.00,30,0,1,0,0,0,650,1
415.00,30,0,1,0,0,0,650,1
415.00,30,0,1,0,0,0,650,1
415.00,30,0,1,0,0,0,650,1
415.00,30,0,1,0,0,0,650,1
417.00,30,0,1,0,0,0,350,1
417.00,30,0,1,0,0,0,350,1
417.00,30,0,1,0,0,0,350,1
417.00,30,0,1,0,0,0,400,1
417.00,30,0,1,0,0,0,400,1
417.00,30,0,1,0,0,0,400,1
417.00,30,0,1,0,0,0,400,1
417.00,30,0,1,0,0,0,400,1
417.00,30,0,1,0,0,0,400,1
417.00,30,0,1,0,0,0,400,1
417.00,30,0,1,0,0,0,459,1
417.00,30,0,1,0,0,0,459,1
417.00,30,0,1,0,0,0,459,1
417.00,30,0,1,0,0,0,459,1
417.00,30,0,1,0,0,0,459,1
417.94,30,0,1,0,0,0,-300,1
417.94,30,0,1,0,0,0,-300,1
417.94,30,0,1,0,0,0,-300,1
417.94,30,0,1,0,0,0,-300,1
417.94,30,0,1,0,0,0,-300,1
417.94,30,0,1,0,0,0,-300,1
418.44,30,0,1,0,0,0,-300,1
418.44,30,0,1,0,0,0,-300,1
418.44,30,0,1,0,0,0,-300,1
418.44,30,0,1,0,0,0,-300,1
418.44,30,0,1,0,0,0,-300,1
418.44,30,0,1,0,0,0,-300,1
418.44,30,0,1,0,0,0,350,1
418.44,30,0,1,0,0,0,350,1
418.44,30,0,1,0,0,0,350,1
418.44,30,0,1,0,0,0,350,1
418.44,25,0,1,0,0,0,650,0
418.44,25,0,1,0,0,0,650,0
418.44,25,0,1,0,0,0,650,0
418.94,28,0,1,0,0,0,267,0
418.94,28,0,1,0,0,0,267,0
418.94,28,0,1,0,0,0,267,0
418.94,28,0,1,0,0,0,267,0
420.00,15,0,1,0,0,0,650,0
420.00,15,0,1,0,0,0,650,0
420.00,15,0,1,0,0,0,650,0
420.00,15,0,1,0,0,0,650,0
420.00,30,0,1,0,0,0,200,1
420.00,30,0,1,0,0,0,200,1
420.00,30,0,1,0,0,0,200,1
420.00,30,0,1,0,0,0,200,1
420.00,30,0,1,0,0,0,200,1
420.00,30,0,1,0,0,0,625,1
420.00,30,1,1,0,0,0,625,1
420.00,30,0,1,0,0,0,625,1
420.00,44,0,1,0,0,0,-292,0
420.00,44,1,1,0,0,0,-292,0
420.00,44,0,1,0,0,0,-292,0
420.00,32,0,1,0,0,0,550,0
420.00,32,0,1,0,0,0,550,0
420.00,32,0,1,0,0,0,550,0
420.00,32,0,1,0,0,0,550,0
421.50,32,0,1,0,0,0,550,0
421.50,32,0,1,0,0,0,550,0
421.50,32,0,1,0,0,0,550,0
421.50,32,0,1,0,0,0,550,0
421.50,15,0,1,0,0,0,-100,0
421.50,15,0,1,0,0,0,-100,0
421.50,15,0,1,0,0,0,-100,0
421.50,15,0,1,0,0,0,-100,0
421.50,15,0,1,0,0,0,-100,0
421.50,15,0,1,0,0,0,-100,0
422.50,30,0,1,0,0,0,450,1
422.50,30,0,1,0,0,0,450,1
422.50,30,0,1,0,0,0,450,1
423.00,30,0,1,0,0,0,-284,1
423.00,30,1,1,0,0,0,-284,1
423.00,30,0,1,0,0,0,-300,1
423.00,30,0,1,0,0,0,-300,1
423.00,30,0,1,0,0,0,-300,1
423.00,30,0,1,0,0,0,-300,1
423.00,30,0,1,0,0,0,-300,1
423.50,29,0,1,0,0,0,600,0
423.50,29,0,1,0,0,0,600,0
423.50,29,0,1,0,0,0,600,0
423.50,29,0,1,0,0,0,600,0
423.50,29,0,1,0,0,0,600,0
423.50,29,0,1,0,0,0,600,0
423.50,29,0,1,0,0,0,600,0
423.50,29,0,1,0,0,0,600,0
423.50,29,0,1,0,0,0,600,0
424.00,30,0,1,0,0,0,200,1
424.00,30,0,1,0,0,0,200,1
424.00,30,0,1,0,0,0,200,1
424.00,30,0,1,0,0,0,200,1
424.00,30,0,1,0,0,0,200,1
424.00,30,1,1,0,0,0,79,1
424.50,30,0,1,0,0,0,97,1
424.50,30,0,1,0,0,0,97,1
424.50,30,0,1,0,0,0,97,1
424.50,30,0,1,0,0,0,97,1
424.50,30,0,1,0,0,0,97,1
424.50,30,0,1,0,0,0,97,1
424.50,30,0,1,0,0,0,97,1
424.50,30,0,1,0,0,0,97,1
424.50,30,0,1,0,0,0,97,1
424.50,30,0,1,0,0,0,97,1
424.50,30,0,1,0,0,0,97,1
424.50,30,0,1,0,0,0,97,1
424.50,30,0,1,0,0,0,97,1
424.50,30,0,1,0,0,0,97,1
424.50,30,0,1,0,0,0,97,1
424.50,30,0,1,0,0,0,97,1
424.50,30,0,1,0,0,0,97,1
424.50,30,0,1,0,0,0,550,1
424.50,30,0,1,0,0,0,550,1
424.50,30,0,1,0,0,0,550,1
424.97,35,0,1,0,0,0,175,0
424.97,35,0,1,0,0,0,175,0
424.97,35,0,1,0,0,0,175,0
424.97,35,0,1,0,0,0,175,0
424.97,35,0,1,0,0,0,175,0
424.97,35,0,1,0,0,0,175,0
424.97,35,0,1,0,0,0,175,0
424.97,35,0,1,0,0,0,175,0
424.97,35,0,1,0,0,0,175,0
425.00,15,0,1,0,0,0,-100,0
425.00,15,0,1,0,0,0,-100,0
425.00,15,0,1,0,0,0,-100,0
425.00,15,0,1,0,0,0,-100,0
425.00,15,0,1,0,0,0,-100,0
425.00,15,0,1,0,0,0,-100,0
425.00,30,0,1,0,0,0,-417,1
425.00,30,0,1,0,0,0,-417,1
425.00,30,0,1,0,0,0,-417,1
425.00,30,0,1,0,0,0,-417,1
425.00,30,0,1,0,0,0,-417,1
425.00,30,0,1,0,0,0,-417,1
425.00,30,0,1,0,0,0,-417,1
425.00,30,0,1,0,0,0,-417,1
425.00,30,0,1,0,0,0,113,1
425.00,30,0,1,0,0,0,113,1
425.00,30,0,1,0,0,0,113,1
425.00,30,0,1,0,0,0,625,1
425.00,30,0,1,0,0,0,625,1
425.00,30,0,1,0,0,0,625,1
425.00,30,0,1,0,0,0,625,1
425.00,30,0,1,0,0,0,625,1
425.00,30,0,1,0,0,0,625,1
425.00,30,0,1,0,0,0,625,1
425.00,30,0,1,0,0,0,625,1
425.47,30,0,1,0,0,0,400,1
425.47,30,0,1,0,0,0,400,1
425.47,30,0,1,0,0,0,400,1
425.47,30,0,1,0,0,0,400,1
426.00,30,0,1,0,0,0,-300,1
426.00,30,0,1,0,0,0,-300,1
426.00,30,0,1,0,0,0,-300,1
426.00,30,0,1,0,0,0,-300,1
426.00,30,0,1,0,0,0,-300,1
426.00,30,0,1,0,0,0,-300,1
426.00,30,0,1,0,0,0,-300,1
426.00,30,0,1,0,0,0,-300,1
426.00,30,0,1,0,0,0,-300,1
426.00,30,0,1,0,0,0,-300,1
426.00,30,0,1,0,0,0,450,1
426.00,30,0,1,0,0,0,450,1
426.00,30,0,1,0,0,0,450,1
426.48,30,0,1,0,0,0,-300,1
426.48,30,0,1,0,0,0,-300,1
426.48,30,0,1,0,0,0,-300,1
426.48,30,0,1,0,0,0,-300,1
426.48,30,0,1,0,0,0,-300,1
426.48,30,0,1,0,0,0,-300,1
426.50,30,0,1,0,0,0,269,1
426.50,30,0,1,0,0,0,269,1
426.50,30,0,1,0,0,0,269,1
426.50,30,0,1,0,0,0,269,1
426.50,30,0,1,0,0,0,269,1
426.50,30,0,1,0,0,0,269,1
426.50,30,0,1,0,0,0,269,1
426.50,32,0,1,0,0,0,550,0
426.50,32,0,1,0,0,0,550,0
426.50,32,0,1,0,0,0,550,0
426.50,32,0,1,0,0,0,550,0
427.00,15,0,1,0,0,0,650,0
427.00,15,0,1,0,0,0,650,0
427.00,15,0,1,0,0,0,650,0
427.00,15,0,1,0,0,0,650,0
427.00,30,0,1,0,0,0,113,1
427.00,30,0,1,0,0,0,113,1
427.00,30,0,1,0,0,0,113,1
428.00,15,0,1,0,0,0,650,0
428.00,15,0,1,0,0,0,650,0
428.00,15,0,1,0,0,0,650,0
428.00,15,0,1,0,0,0,650,0
428.00,30,0,1,0,0,0,400,1
428.00,30,0,1,0,0,0,400,1
428.00,30,0,1,0,0,0,400,1
428.00,30,0,1,0,0,0,400,1
428.00,30,0,1,0,0,0,400,1
428.00,30,0,1,0,0,0,400,1
429.00,30,1,1,0,0,0,-293,1
429.00,30,0,1,0,0,0,-293,1
429.00,30,0,1,0,0,0,200,1
429.00,30,0,1,0,0,0,200,1
429.00,30,0,1,0,0,0,200,1
429.00,30,0,1,0,0,0,200,1
429.00,30,0,1,0,0,0,200,1
430.49,30,0,1,0,0,0,-300,1
430.49,30,0,1,0,0,0,-300,1
430.49,30,0,1,0,0,0,-300,1
430.49,30,0,1,0,0,0,-300,1
430.49,30,0,1,0,0,0,-300,1
430.49,30,0,1,0,0,0,-300,1
430.50,30,0,1,0,0,0,269,1
430.50,30,0,1,0,0,0,269,1
430.50,30,0,1,0,0,0,269,1
430.50,30,0,1,0,0,0,269,1
430.50,30,0,1,0,0,0,269,1
430.50,30,0,1,0,0,0,269,1
430.50,30,0,1,0,0,0,269,1
431.00,30,0,1,0,0,0,800,1
431.00,30,0,1,0,0,0,800,1
431.00,30,0,1,0,0,0,800,1
431.00,30,0,1,0,0,0,800,1
431.00,30,0,1,0,0,0,800,1
431.00,30,0,1,0,0,0,800,1
431.00,30,0,1,0,0,0,800,1
431.00,30,0,1,0,0,0,800,1
431.00,30,0,1,0,0,0,800,1
431.00,30,0,1,0,0,0,800,1
431.00,30,0,1,0,0,0,113,1
431.00,30,0,1,0,0,0,113,1
431.00,30,0,1,0,0,0,113,1
431.00,30,0,1,0,0,0,200,1
431.00,30,0,1,0,0,0,200,1
431.00,30,0,1,0,0,0,200,1
431.00,30,0,1,0,0,0,200,1
431.00,30,0,1,0,0,0,200,1
432.00,30,0,1,0,0,0,200,1
432.00,30,0,1,0,0,0,200,1
432.00,30,0,1,0,0,0,200,1
432.00,30,0,1,0,0,0,200,1
432.00,30,0,1,0,0,0,200,1
432.00,29,0,1,0,0,0,450,0
432.00,29,0,1,0,0,0,450,0
432.00,29,0,1,0,0,0,450,0
432.00,29,0,1,0,0,0,450,0
432.00,29,0,1,0,0,0,450,0
432.00,29,0,1,0,0,0,450,0
432.00,29,0,1,0,0,0,450,0
432.00,29,0,1,0,0,0,600,0
432.00,29,0,1,0,0,0,600,0
432.00,29,0,1,0,0,0,600,0
432.00,29,0,1,0,0,0,600,0
432.00,29,0,1,0,0,0,600,0
432.00,29,0,1,0,0,0,600,0
432.00,29,0,1,0,0,0,600,0
432.00,29,0,1,0,0,0,600,0
432.00,29,0,1,0,0,0,600,0
432.50,30,0,1,0,0,0,-300,1
432.50,30,0,1,0,0,0,-300,1
432.50,30,0,1,0,0,0,-300,1
432.50,30,0,1,0,0,0,-300,1
432.50,30,0,1,0,0,0,-300,1
432.50,30,0,1,0,0,0,-300,1
432.50,30,0,1,0,0,0,400,1
432.50,30,0,1,0,0,0,400,1
432.50,30,0,1,0,0,0,400,1
432.50,30,0,1,0,0,0,400,1
433.00,30,0,1,0,0,0,650,1
433.00,30,0,1,0,0,0,650,1
433.00,30,0,1,0,0,0,650,1
433.00,30,0,1,0,0,0,650,1
433.00,30,0,1,0,0,0,650,1
433.00,30,0,1,0,0,0,650,1
433.00,30,0,1,0,0,0,650,1
433.00,30,0,1,0,0,0,650,1
433.00,30,0,1,0,0,0,-300,1
433.00,30,0,1,0,0,0,-300,1
433.00,30,0,1,0,0,0,-300,1
433.00,30,0,1,0,0,0,-300,1
433.00,30,0,1,0,0,0,-300,1
433.00,32,0,1,0,0,0,550,0
433.00,32,0,1,0,0,0,550,0
433.00,32,0,1,0,0,0,550,0
433.00,32,0,1,0,0,0,550,0
433.00,30,0,1,0,0,0,-250,1
433.00,30,0,1,0,0,0,-250,1
433.00,30,0,1,0,0,0,-250,1
433.00,30,0,1,0,0,0,-250,1
433.00,30,0,1,0,0,0,-250,1
433.00,30,0,1,0,0,0,-250,1
433.00,30,0,1,0,0,0,-250,1
433.51,30,0,1,0,0,0,-300,1
433.51,30,0,1,0,0,0,-300,1
433.51,30,0,1,0,0,0,-300,1
433.51,30,0,1,0,0,0,-300,1
433.51,30,0,1,0,0,0,-300,1
433.51,30,0,1,0,0,0,-300,1
433.51,30,0,1,0,0,0,-300,1
433.51,30,0,1,0,0,0,-300,1
433.51,30,0,1,0,0,0,-300,1
433.51,30,0,1,0,0,0,-300,1
433.51,30,0,1,0,0,0,-300,1
433.51,30,0,1,0,0,0,-300,1
433.51,30,0,1,0,0,0,-417,1
433.51,30,0,1,0,0,0,-417,1
433.51,30,0,1,0,0,0,-417,1
433.51,30,0,1,0,0,0,-417,1
434.00,30,0,1,0,0,0,800,1
434.00,30,0,1,0,0,0,800,1
434.00,30,0,1,0,0,0,800,1
434.00,30,0,1,0,0,0,800,1
434.00,30,0,1,0,0,0,800,1
434.00,30,0,1,0,0,0,800,1
434.00,30,0,1,0,0,0,800,1
434.00,30,0,1,0,0,0,800,1
434.00,30,0,1,0,0,0,800,1
434.00,30,0,1,0,0,0,800,1
434.00,28,0,1,0,0,0,350,0
434.00,28,0,1,0,0,0,350,0
434.00,28,0,1,0,0,0,350,0
434.00,28,0,1,0,0,0,350,0
434.00,28,0,1,0,0,0,350,0
434.00,30,0,1,0,0,0,200,1
434.00,30,0,1,0,0,0,200,1
434.00,30,0,1,0,0,0,200,1
434.00,30,0,1,0,0,0,200,1
434.00,30,0,1,0,0,0,200,1
434.00,30,0,1,0,0,0,200,1
434.00,30,0,1,0,0,0,200,1
434.00,30,0,1,0,0,0,200,1
434.00,30,0,1,0,0,0,200,1
434.00,30,0,1,0,0,0,200,1
435.00,3,1,1,0,0,0,484,0
435.00,3,0,1,0,0,0,484,0
435.00,30,0,1,0,0,0,700,1
435.00,30,0,1,0,0,0,700,1
435.00,30,0,1,0,0,0,700,1
435.00,30,0,1,0,0,0,700,1
435.00,30,0,1,0,0,0,700,1
435.00,30,0,1,0,0,0,700,1
435.00,44,1,1,0,0,0,-463,0
435.00,44,0,1,0,0,0,-463,0
435.50,30,0,1,0,0,0,269,1
435.50,30,0,1,0,0,0,269,1
435.50,30,0,1,0,0,0,269,1
435.50,30,0,1,0,0,0,269,1
435.50,30,0,1,0,0,0,269,1
435.50,30,0,1,0,0,0,269,1
435.50,30,0,1,0,0,0,269,1
435.52,30,0,1,0,0,0,-300,1
435.52,30,0,1,0,0,0,-300,1
435.52,30,0,1,0,0,0,-300,1
435.52,30,0,1,0,0,0,-300,1
435.52,30,0,1,0,0,0,-300,1
435.52,30,0,1,0,0,0,-300,1
436.50,30,1,1,0,0,0,79,1
436.50,30,0,1,0,0,0,-350,1
436.50,30,0,1,0,0,0,-350,1
436.50,30,0,1,0,0,0,-350,1
436.50,30,0,1,0,0,0,-350,1
436.50,30,0,1,0,0,0,-350,1
436.50,30,0,1,0,0,0,-350,1
436.50,30,0,1,0,0,0,-350,1
436.50,30,0,1,0,0,0,-350,1
437.00,30,0,1,0,0,0,269,1
437.00,30,0,1,0,0,0,269,1
437.00,30,0,1,0,0,0,269,1
437.00,30,0,1,0,0,0,269,1
437.00,30,0,1,0,0,0,269,1
437.00,30,0,1,0,0,0,269,1
437.00,30,0,1,0,0,0,269,1
438.00,3,0,1,0,0,0,550,0
438.00,3,0,1,0,0,0,550,0
438.00,3,0,1,0,0,0,550,0
438.00,3,0,1,0,0,0,550,0
438.00,30,0,1,0,0,0,113,1
438.00,30,0,1,0,0,0,113,1
438.00,30,0,1,0,0,0,113,1
438.00,30,0,1,0,0,0,113,1
438.00,30,0,1,0,0,0,113,1
438.00,30,0,1,0,0,0,113,1
438.50,30,0,1,0,0,0,-300,1
438.50,30,0,1,0,0,0,-300,1
438.50,30,0,1,0,0,0,-300,1
438.50,30,0,1,0,0,0,-300,1
438.50,30,0,1,0,0,0,-300,1
438.53,30,0,1,0,0,0,-300,1
438.53,30,0,1,0,0,0,-300,1
438.53,30,0,1,0,0,0,-300,1
438.53,30,0,1,0,0,0,-300,1
438.53,30,0,1,0,0,0,-300,1
438.53,30,0,1,0,0,0,-300,1
438.53,30,0,1,0,0,0,-350,1
438.53,30,0,1,0,0,0,-350,1
438.53,30,0,1,0,0,0,-350,1
438.53,30,0,1,0,0,0,-350,1
439.00,32,0,1,0,0,0,550,0
439.00,32,0,1,0,0,0,550,0
439.00,32,0,1,0,0,0,550,0
439.00,32,0,1,0,0,0,550,0
439.00,30,0,1,0,0,0,200,1
439.00,30,0,1,0,0,0,200,1
439.00,30,0,1,0,0,0,200,1
439.00,30,0,1,0,0,0,200,1
439.00,30,0,1,0,0,0,200,1
439.00,30,0,1,0,0,0,200,1
440.00,44,0,1,0,0,0,-292,0
440.00,44,0,1,0,0,0,-292,0
440.00,44,0,1,0,0,0,-292,0
440.00,30,0,1,0,0,0,-300,1
440.00,30,0,1,0,0,0,-300,1
440.00,30,0,1,0,0,0,-300,1
440.00,30,0,1,0,0,0,-300,1
440.00,30,0,1,0,0,0,-300,1
440.00,30,0,1,0,0,0,113,1
440.00,30,0,1,0,0,0,113,1
440.00,30,0,1,0,0,0,113,1
440.50,30,0,1,0,0,0,300,1
440.50,30,0,1,0,0,0,300,1
440.50,30,0,1,0,0,0,300,1
440.50,30,0,1,0,0,0,300,1
440.50,30,0,1,0,0,0,300,1
440.54,30,0,1,0,0,0,400,1
440.54,30,0,1,0,0,0,400,1
440.54,30,0,1,0,0,0,400,1
440.54,30,0,1,0,0,0,400,1
440.54,30,1,1,0,0,0,322,1
441.00,30,0,1,0,0,0,-350,1
441.00,30,0,1,0,0,0,-350,1
441.00,30,0,1,0,0,0,-350,1
441.00,30,0,1,0,0,0,-350,1
441.00,30,0,1,0,0,0,-350,1
441.00,30,0,1,0,0,0,-350,1
441.00,30,0,1,0,0,0,-350,1
441.00,30,0,1,0,0,0,-350,1
441.00,28,0,1,0,0,0,350,0
441.00,28,0,1,0,0,0,350,0
441.00,28,0,1,0,0,0,350,0
441.00,28,0,1,0,0,0,350,0
441.00,28,0,1,0,0,0,350,0
441.00,30,0,1,0,0,0,434,1
441.00,30,0,1,0,0,0,434,1
441.00,30,0,1,0,0,0,434,1
441.00,30,0,1,0,0,0,434,1
441.00,30,0,1,0,0,0,200,1
441.00,30,0,1,0,0,0,200,1
441.00,30,0,1,0,0,0,200,1
441.00,30,0,1,0,0,0,200,1
441.00,30,0,1,0,0,0,200,1
441.55,30,0,1,0,0,0,400,1
441.55,30,0,1,0,0,0,400,1
441.55,30,0,1,0,0,0,400,1
441.55,30,0,1,0,0,0,400,1
441.55,30,0,1,0,0,0,-450,1
441.55,30,0,1,0,0,0,-450,1
441.55,30,0,1,0,0,0,-450,1
442.00,30,0,1,0,0,0,400,1
442.00,30,0,1,0,0,0,400,1
442.00,30,0,1,0,0,0,400,1
442.00,30,0,1,0,0,0,400,1
442.00,30,0,1,0,0,0,400,1
442.00,30,0,1,0,0,0,400,1
442.00,30,0,1,0,0,0,400,1
442.00,30,0,1,0,0,0,113,1
442.00,30,0,1,0,0,0,113,1
442.00,30,0,1,0,0,0,113,1
442.00,30,0,1,0,0,0,-500,1
442.00,30,0,1,0,0,0,-500,1
442.00,30,0,1,0,0,0,-500,1
442.50,32,0,1,0,0,0,550,0
442.50,32,0,1,0,0,0,550,0
442.50,32,0,1,0,0,0,550,0
442.50,32,0,1,0,0,0,550,0
442.50,32,0,1,0,0,0,550,0
442.50,32,0,1,0,0,0,550,0
442.50,32,0,1,0,0,0,550,0
442.50,32,0,1,0,0,0,550,0
442.50,30,0,1,0,0,0,600,1
442.50,30,0,1,0,0,0,600,1
442.50,30,0,1,0,0,0,600,1
442.50,30,0,1,0,0,0,600,1
442.50,30,0,1,0,0,0,600,1
443.00,30,0,1,0,0,0,-300,1
443.00,30,0,1,0,0,0,-300,1
443.00,30,0,1,0,0,0,-300,1
443.00,30,0,1,0,0,0,-300,1
443.00,30,0,1,0,0,0,-300,1
443.00,30,0,1,0,0,0,-300,1
443.00,30,0,1,0,0,0,200,1
443.00,30,0,1,0,0,0,200,1
443.00,30,0,1,0,0,0,200,1
443.00,30,0,1,0,0,0,200,1
443.00,30,0,1,0,0,0,200,1
443.00,30,0,1,0,0,0,200,1
443.00,30,0,1,0,0,0,200,1
443.00,30,0,1,0,0,0,200,1
443.00,30,0,1,0,0,0,200,1
443.00,30,0,1,0,0,0,200,1
443.00,30,0,1,0,0,0,200,1
443.00,30,0,1,0,0,0,113,1
443.00,30,0,1,0,0,0,113,1
443.00,30,0,1,0,0,0,113,1
443.81,15,0,1,0,0,0,261,0
443.81,15,0,1,0,0,0,261,0
443.81,15,0,1,0,0,0,261,0
444.00,30,0,1,0,0,0,113,1
444.00,30,0,1,0,0,0,113,1
444.00,30,0,1,0,0,0,113,1
444.00,30,0,1,0,0,0,113,1
444.00,30,0,1,0,0,0,113,1
444.00,30,0,1,0,0,0,400,1
444.00,30,0,1,0,0,0,400,1
444.00,30,0,1,0,0,0,400,1
444.00,30,0,1,0,0,0,400,1
444.00,30,0,1,0,0,0,400,1
444.00,30,0,1,0,0,0,400,1
444.00,30,0,1,0,0,0,400,1
444.00,30,0,1,0,0,0,200,1
444.00,30,0,1,0,0,0,200,1
444.00,30,0,1,0,0,0,200,1
444.00,30,0,1,0,0,0,200,1
444.00,30,0,1,0,0,0,200,1
445.00,3,0,1,0,0,0,-200,0
445.00,3,0,1,0,0,0,-200,0
445.00,3,0,1,0,0,0,-200,0
445.00,3,0,1,0,0,0,-200,0
445.00,3,0,1,0,0,0,-200,0
445.00,3,0,1,0,0,0,-200,0
445.00,3,1,1,0,0,0,517,0
445.00,3,0,1,0,0,0,517,0
445.50,30,1,1,0,0,0,-288,1
445.50,30,0,1,0,0,0,-288,1
445.50,32,0,1,0,0,0,550,0
445.50,32,0,1,0,0,0,550,0
445.50,32,0,1,0,0,0,550,0
445.50,32,0,1,0,0,0,550,0
445.57,30,0,1,0,0,0,350,1
445.57,30,0,1,0,0,0,350,1
445.57,30,0,1,0,0,0,350,1
445.57,30,0,1,0,0,0,350,1
446.00,30,0,1,0,0,0,-300,1
446.00,30,0,1,0,0,0,-300,1
446.00,30,0,1,0,0,0,-300,1
446.00,30,0,1,0,0,0,-300,1
446.00,30,0,1,0,0,0,-300,1
446.00,30,0,1,0,0,0,450,1
446.00,30,0,1,0,0,0,450,1
